establecimiento_educativo,sector_educativo,comuna,grado,area,numero_estudiantes_por_establecimiento
col divino salvador,privado,Buenos Aires,Noveno,lenguaje,6
col agustiniano de san nicolas,privado,Aranjuez,Noveno,lenguaje,6
col agustiniano de san nicolas,privado,Aranjuez,Tercero,matemáticas,6
col agustiniano de san nicolas,privado,Aranjuez,Tercero,lenguaje,6
col agustiniano de san nicolas,privado,Aranjuez,Quinto,matemáticas,6
col agustiniano de san nicolas,privado,Aranjuez,Noveno,matemáticas,6
col agustiniano de san nicolas,privado,Aranjuez,Quinto,lenguaje,6
inst educ alvernia,oficial,Aranjuez,Noveno,lenguaje,6
inst educ alvernia,oficial,Aranjuez,Quinto,matemáticas,6
inst educ alvernia,oficial,Aranjuez,Tercero,matemáticas,6
inst educ alvernia,oficial,Aranjuez,Tercero,lenguaje,6
inst educ alvernia,oficial,Aranjuez,Quinto,lenguaje,6
inst educ alvernia,oficial,Aranjuez,Noveno,matemáticas,6
col pablo vi,contratacion,Manrique,Noveno,matemáticas,6
col pablo vi,contratacion,Manrique,Tercero,matemáticas,6
col pablo vi,contratacion,Manrique,Quinto,matemáticas,6
col pablo vi,contratacion,Manrique,Tercero,lenguaje,6
col pablo vi,contratacion,Manrique,Noveno,lenguaje,6
col pablo vi,contratacion,Manrique,Quinto,lenguaje,6
col san juan bosco,privado,Belén,Quinto,matemáticas,6
col san juan bosco,privado,Belén,Quinto,lenguaje,6
col san juan bosco,privado,Belén,Noveno,lenguaje,6
col san juan bosco,privado,Belén,Tercero,matemáticas,6
col san juan bosco,privado,Belén,Tercero,lenguaje,6
col san juan bosco,privado,Belén,Noveno,matemáticas,6
col nuestra senora del rosario de chiquinquira,privado,Buenos Aires,Noveno,lenguaje,6
col nuestra senora del rosario de chiquinquira,privado,Buenos Aires,Quinto,lenguaje,6
col nuestra senora del rosario de chiquinquira,privado,Buenos Aires,Noveno,matemáticas,6
col nuestra senora del rosario de chiquinquira,privado,Buenos Aires,Tercero,matemáticas,6
col nuestra senora del rosario de chiquinquira,privado,Buenos Aires,Quinto,matemáticas,6
col nuestra senora del rosario de chiquinquira,privado,Buenos Aires,Tercero,lenguaje,6
col de la inmaculada,privado,Belén,Quinto,lenguaje,6
col de la inmaculada,privado,Belén,Tercero,matemáticas,6
col de la inmaculada,privado,Belén,Noveno,matemáticas,6
col de la inmaculada,privado,Belén,Tercero,lenguaje,6
col de la inmaculada,privado,Belén,Noveno,lenguaje,6
col de la inmaculada,privado,Belén,Quinto,matemáticas,6
col santa teresita,privado,La América,Noveno,lenguaje,6
col santa teresita,privado,La América,Quinto,matemáticas,6
col santa teresita,privado,La América,Tercero,matemáticas,6
col santa teresita,privado,La América,Tercero,lenguaje,6
col santa teresita,privado,La América,Noveno,matemáticas,6
col santa teresita,privado,La América,Quinto,lenguaje,6
col san jose de las vegas,privado,El Poblado,Noveno,lenguaje,6
col san jose de las vegas,privado,El Poblado,Tercero,lenguaje,6
col san jose de las vegas,privado,El Poblado,Quinto,matemáticas,6
col san jose de las vegas,privado,El Poblado,Noveno,matemáticas,6
col san jose de las vegas,privado,El Poblado,Tercero,matemáticas,6
col san jose de las vegas,privado,El Poblado,Quinto,lenguaje,6
col la anunciacion,privado,Buenos Aires,Tercero,matemáticas,6
col la anunciacion,privado,Buenos Aires,Tercero,lenguaje,6
col la anunciacion,privado,Buenos Aires,Noveno,lenguaje,6
col la anunciacion,privado,Buenos Aires,Noveno,matemáticas,6
col la anunciacion,privado,Buenos Aires,Quinto,lenguaje,6
col la anunciacion,privado,Buenos Aires,Quinto,matemáticas,6
col madre antonia cerini,privado,El Poblado,Noveno,matemáticas,6
col madre antonia cerini,privado,El Poblado,Quinto,matemáticas,6
col madre antonia cerini,privado,El Poblado,Noveno,lenguaje,6
col madre antonia cerini,privado,El Poblado,Tercero,lenguaje,6
col madre antonia cerini,privado,El Poblado,Tercero,matemáticas,6
col madre antonia cerini,privado,El Poblado,Quinto,lenguaje,6
esc normal superior antioqueña,privado,Buenos Aires,Noveno,lenguaje,6
esc normal superior antioqueña,privado,Buenos Aires,Quinto,lenguaje,6
esc normal superior antioqueña,privado,Buenos Aires,Tercero,lenguaje,6
esc normal superior antioqueña,privado,Buenos Aires,Quinto,matemáticas,6
esc normal superior antioqueña,privado,Buenos Aires,Tercero,matemáticas,6
esc normal superior antioqueña,privado,Buenos Aires,Noveno,matemáticas,6
col bethlemitas,privado,Laureles - Estadio,Quinto,lenguaje,6
col bethlemitas,privado,Laureles - Estadio,Noveno,matemáticas,6
col bethlemitas,privado,Laureles - Estadio,Tercero,lenguaje,6
col bethlemitas,privado,Laureles - Estadio,Tercero,matemáticas,6
col bethlemitas,privado,Laureles - Estadio,Noveno,lenguaje,6
col bethlemitas,privado,Laureles - Estadio,Quinto,matemáticas,6
sem menor de la arquidiocesis de medellin,privado,Buenos Aires,Noveno,lenguaje,2
sem menor de la arquidiocesis de medellin,privado,Buenos Aires,Noveno,matemáticas,2
col maria auxiliadora,privado,La Candelaria,Tercero,matemáticas,6
col maria auxiliadora,privado,La Candelaria,Noveno,lenguaje,6
col maria auxiliadora,privado,La Candelaria,Noveno,matemáticas,6
col maria auxiliadora,privado,La Candelaria,Tercero,lenguaje,6
col maria auxiliadora,privado,La Candelaria,Quinto,lenguaje,6
col maria auxiliadora,privado,La Candelaria,Quinto,matemáticas,6
col teresiano nstra sra de la candelaria,privado,La América,Tercero,matemáticas,6
col teresiano nstra sra de la candelaria,privado,La América,Quinto,matemáticas,6
col teresiano nstra sra de la candelaria,privado,La América,Noveno,matemáticas,6
col teresiano nstra sra de la candelaria,privado,La América,Tercero,lenguaje,6
col teresiano nstra sra de la candelaria,privado,La América,Noveno,lenguaje,6
col teresiano nstra sra de la candelaria,privado,La América,Quinto,lenguaje,6
col latino,contratacion,El Poblado,Tercero,lenguaje,6
col latino,contratacion,El Poblado,Noveno,lenguaje,6
col latino,contratacion,El Poblado,Quinto,lenguaje,6
col latino,contratacion,El Poblado,Noveno,matemáticas,6
col latino,contratacion,El Poblado,Tercero,matemáticas,6
col latino,contratacion,El Poblado,Quinto,matemáticas,6
col nuestra madre de las mercedes,privado,San Javier,Noveno,lenguaje,6
col nuestra madre de las mercedes,privado,San Javier,Noveno,matemáticas,6
col nuestra madre de las mercedes,privado,San Javier,Quinto,matemáticas,6
col nuestra madre de las mercedes,privado,San Javier,Tercero,matemáticas,6
col nuestra madre de las mercedes,privado,San Javier,Quinto,lenguaje,6
col nuestra madre de las mercedes,privado,San Javier,Tercero,lenguaje,6
col corazonista,privado,La América,Quinto,matemáticas,6
col corazonista,privado,La América,Noveno,matemáticas,6
col corazonista,privado,La América,Noveno,lenguaje,6
col corazonista,privado,La América,Tercero,lenguaje,6
col corazonista,privado,La América,Quinto,lenguaje,6
col corazonista,privado,La América,Tercero,matemáticas,6
col barbara micarelli,privado,Robledo,Quinto,lenguaje,6
col barbara micarelli,privado,Robledo,Noveno,lenguaje,6
col barbara micarelli,privado,Robledo,Tercero,lenguaje,6
col barbara micarelli,privado,Robledo,Tercero,matemáticas,6
col barbara micarelli,privado,Robledo,Noveno,matemáticas,6
col barbara micarelli,privado,Robledo,Quinto,matemáticas,6
col el hogar de su niño,contratacion,San Javier,Noveno,matemáticas,6
col el hogar de su niño,contratacion,San Javier,Quinto,lenguaje,6
col el hogar de su niño,contratacion,San Javier,Tercero,matemáticas,6
col el hogar de su niño,contratacion,San Javier,Tercero,lenguaje,6
col el hogar de su niño,contratacion,San Javier,Quinto,matemáticas,6
col el hogar de su niño,contratacion,San Javier,Noveno,lenguaje,6
col emilia riquelme,privado,Aranjuez,Quinto,matemáticas,6
col emilia riquelme,privado,Aranjuez,Noveno,lenguaje,6
col emilia riquelme,privado,Aranjuez,Tercero,matemáticas,6
col emilia riquelme,privado,Aranjuez,Quinto,lenguaje,6
col emilia riquelme,privado,Aranjuez,Tercero,lenguaje,6
col emilia riquelme,privado,Aranjuez,Noveno,matemáticas,6
gimn los cedros,privado,El Poblado,Noveno,matemáticas,6
gimn los cedros,privado,El Poblado,Noveno,lenguaje,6
gimn los cedros,privado,El Poblado,Tercero,matemáticas,6
gimn los cedros,privado,El Poblado,Quinto,lenguaje,6
gimn los cedros,privado,El Poblado,Quinto,matemáticas,6
gimn los cedros,privado,El Poblado,Tercero,lenguaje,6
esc popular eucaristica zoraida trujillo,privado,Doce de Octubre,Tercero,lenguaje,4
esc popular eucaristica zoraida trujillo,privado,Doce de Octubre,Tercero,matemáticas,4
esc popular eucaristica zoraida trujillo,privado,Doce de Octubre,Quinto,lenguaje,4
esc popular eucaristica zoraida trujillo,privado,Doce de Octubre,Quinto,matemáticas,4
esc popular eucaristica camilo c. restrepo,privado,Guayabal,Noveno,matemáticas,6
esc popular eucaristica camilo c. restrepo,privado,Guayabal,Quinto,matemáticas,6
esc popular eucaristica camilo c. restrepo,privado,Guayabal,Noveno,lenguaje,6
esc popular eucaristica camilo c. restrepo,privado,Guayabal,Tercero,lenguaje,6
esc popular eucaristica camilo c. restrepo,privado,Guayabal,Quinto,lenguaje,6
esc popular eucaristica camilo c. restrepo,privado,Guayabal,Tercero,matemáticas,6
col de la compania de maria,privado,El Poblado,Quinto,lenguaje,6
col de la compania de maria,privado,El Poblado,Noveno,matemáticas,6
col de la compania de maria,privado,El Poblado,Noveno,lenguaje,6
col de la compania de maria,privado,El Poblado,Tercero,lenguaje,6
col de la compania de maria,privado,El Poblado,Quinto,matemáticas,6
col de la compania de maria,privado,El Poblado,Tercero,matemáticas,6
inst musical diego echavarria,privado,El Poblado,Noveno,lenguaje,6
inst musical diego echavarria,privado,El Poblado,Tercero,lenguaje,6
inst musical diego echavarria,privado,El Poblado,Noveno,matemáticas,6
inst musical diego echavarria,privado,El Poblado,Quinto,matemáticas,6
inst musical diego echavarria,privado,El Poblado,Quinto,lenguaje,6
inst musical diego echavarria,privado,El Poblado,Tercero,matemáticas,6
col san francisco javier,privado,Belén,Tercero,lenguaje,6
col san francisco javier,privado,Belén,Quinto,matemáticas,6
col san francisco javier,privado,Belén,Quinto,lenguaje,6
col san francisco javier,privado,Belén,Noveno,matemáticas,6
col san francisco javier,privado,Belén,Tercero,matemáticas,6
col san francisco javier,privado,Belén,Noveno,lenguaje,6
col campestre la colina,privado,El Poblado,Noveno,lenguaje,6
col campestre la colina,privado,El Poblado,Noveno,matemáticas,6
col campestre la colina,privado,El Poblado,Quinto,lenguaje,6
col campestre la colina,privado,El Poblado,Quinto,matemáticas,6
col campestre la colina,privado,El Poblado,Tercero,matemáticas,6
col campestre la colina,privado,El Poblado,Tercero,lenguaje,6
inst educ santa juana de lestonac,oficial,Doce de Octubre,Noveno,lenguaje,6
inst educ santa juana de lestonac,oficial,Doce de Octubre,Quinto,matemáticas,6
inst educ santa juana de lestonac,oficial,Doce de Octubre,Quinto,lenguaje,6
inst educ santa juana de lestonac,oficial,Doce de Octubre,Tercero,lenguaje,6
inst educ santa juana de lestonac,oficial,Doce de Octubre,Tercero,matemáticas,6
inst educ santa juana de lestonac,oficial,Doce de Octubre,Noveno,matemáticas,6
col nuestra senora de la providencia,privado,El Poblado,Tercero,matemáticas,6
col nuestra senora de la providencia,privado,El Poblado,Noveno,matemáticas,6
col nuestra senora de la providencia,privado,El Poblado,Tercero,lenguaje,6
col nuestra senora de la providencia,privado,El Poblado,Quinto,matemáticas,6
col nuestra senora de la providencia,privado,El Poblado,Quinto,lenguaje,6
col nuestra senora de la providencia,privado,El Poblado,Noveno,lenguaje,6
i.e. guadalupano la salle,privado,Buenos Aires,Tercero,lenguaje,6
i.e. guadalupano la salle,privado,Buenos Aires,Noveno,lenguaje,6
i.e. guadalupano la salle,privado,Buenos Aires,Tercero,matemáticas,6
i.e. guadalupano la salle,privado,Buenos Aires,Noveno,matemáticas,6
i.e. guadalupano la salle,privado,Buenos Aires,Quinto,matemáticas,6
i.e. guadalupano la salle,privado,Buenos Aires,Quinto,lenguaje,6
col adventista simon bolivar,privado,Aranjuez,Quinto,matemáticas,6
col adventista simon bolivar,privado,Aranjuez,Noveno,lenguaje,6
col adventista simon bolivar,privado,Aranjuez,Noveno,matemáticas,6
col adventista simon bolivar,privado,Aranjuez,Quinto,lenguaje,6
col adventista simon bolivar,privado,Aranjuez,Tercero,matemáticas,6
col adventista simon bolivar,privado,Aranjuez,Tercero,lenguaje,6
col montessori,privado,El Poblado,Noveno,lenguaje,6
col montessori,privado,El Poblado,Noveno,matemáticas,6
col montessori,privado,El Poblado,Tercero,matemáticas,6
col montessori,privado,El Poblado,Quinto,lenguaje,6
col montessori,privado,El Poblado,Tercero,lenguaje,6
col montessori,privado,El Poblado,Quinto,matemáticas,6
colegio santa bertilla boscardin,privado,Robledo,Noveno,lenguaje,6
colegio santa bertilla boscardin,privado,Robledo,Quinto,matemáticas,6
colegio santa bertilla boscardin,privado,Robledo,Quinto,lenguaje,6
colegio santa bertilla boscardin,privado,Robledo,Tercero,lenguaje,6
colegio santa bertilla boscardin,privado,Robledo,Tercero,matemáticas,6
colegio santa bertilla boscardin,privado,Robledo,Noveno,matemáticas,6
col san lucas,privado,El Poblado,Noveno,matemáticas,2
col san lucas,privado,El Poblado,Noveno,lenguaje,2
inst ferrini - sede robledo,contratacion,Robledo,Quinto,matemáticas,6
inst ferrini - sede robledo,contratacion,Robledo,Noveno,lenguaje,6
inst ferrini - sede robledo,contratacion,Robledo,Noveno,matemáticas,6
inst ferrini - sede robledo,contratacion,Robledo,Tercero,lenguaje,6
inst ferrini - sede robledo,contratacion,Robledo,Quinto,lenguaje,6
inst ferrini - sede robledo,contratacion,Robledo,Tercero,matemáticas,6
inst vicarial jesus maestro,privado,Manrique,Noveno,matemáticas,6
inst vicarial jesus maestro,privado,Manrique,Tercero,matemáticas,6
inst vicarial jesus maestro,privado,Manrique,Tercero,lenguaje,6
inst vicarial jesus maestro,privado,Manrique,Quinto,lenguaje,6
inst vicarial jesus maestro,privado,Manrique,Noveno,lenguaje,6
inst vicarial jesus maestro,privado,Manrique,Quinto,matemáticas,6
esc jose gregorio hernandez,privado,Castilla,Tercero,matemáticas,4
esc jose gregorio hernandez,privado,Castilla,Tercero,lenguaje,4
esc jose gregorio hernandez,privado,Castilla,Quinto,matemáticas,4
esc jose gregorio hernandez,privado,Castilla,Quinto,lenguaje,4
centro educativo mi dulce hogar,contratacion,Manrique,Quinto,matemáticas,4
centro educativo mi dulce hogar,contratacion,Manrique,Tercero,lenguaje,4
centro educativo mi dulce hogar,contratacion,Manrique,Tercero,matemáticas,4
centro educativo mi dulce hogar,contratacion,Manrique,Quinto,lenguaje,4
col san juan eudes,contratacion,Robledo,Tercero,matemáticas,6
col san juan eudes,contratacion,Robledo,Noveno,matemáticas,6
col san juan eudes,contratacion,Robledo,Quinto,lenguaje,6
col san juan eudes,contratacion,Robledo,Tercero,lenguaje,6
col san juan eudes,contratacion,Robledo,Quinto,matemáticas,6
col san juan eudes,contratacion,Robledo,Noveno,lenguaje,6
colegio vid obra de la congregacion mariana,privado,Robledo,Tercero,lenguaje,6
colegio vid obra de la congregacion mariana,privado,Robledo,Noveno,lenguaje,6
colegio vid obra de la congregacion mariana,privado,Robledo,Quinto,matemáticas,6
colegio vid obra de la congregacion mariana,privado,Robledo,Noveno,matemáticas,6
colegio vid obra de la congregacion mariana,privado,Robledo,Tercero,matemáticas,6
colegio vid obra de la congregacion mariana,privado,Robledo,Quinto,lenguaje,6
col manzanares,privado,El Poblado,Quinto,lenguaje,6
col manzanares,privado,El Poblado,Tercero,lenguaje,6
col manzanares,privado,El Poblado,Quinto,matemáticas,6
col manzanares,privado,El Poblado,Tercero,matemáticas,6
col manzanares,privado,El Poblado,Noveno,lenguaje,6
col manzanares,privado,El Poblado,Noveno,matemáticas,6
col alfred binet,privado,Buenos Aires,Tercero,matemáticas,6
col alfred binet,privado,Buenos Aires,Tercero,lenguaje,6
col alfred binet,privado,Buenos Aires,Quinto,lenguaje,6
col alfred binet,privado,Buenos Aires,Noveno,matemáticas,6
col alfred binet,privado,Buenos Aires,Noveno,lenguaje,6
col alfred binet,privado,Buenos Aires,Quinto,matemáticas,6
col pestalozzi,privado,Belén,Noveno,lenguaje,6
col pestalozzi,privado,Belén,Tercero,lenguaje,6
col pestalozzi,privado,Belén,Noveno,matemáticas,6
col pestalozzi,privado,Belén,Tercero,matemáticas,6
col pestalozzi,privado,Belén,Quinto,matemáticas,6
col pestalozzi,privado,Belén,Quinto,lenguaje,6
inst parra paris,privado,La América,Noveno,matemáticas,2
inst parra paris,privado,La América,Noveno,lenguaje,2
col parroquial san judas tadeo,privado,Castilla,Quinto,matemáticas,6
col parroquial san judas tadeo,privado,Castilla,Tercero,lenguaje,6
col parroquial san judas tadeo,privado,Castilla,Noveno,lenguaje,6
col parroquial san judas tadeo,privado,Castilla,Noveno,matemáticas,6
col parroquial san judas tadeo,privado,Castilla,Quinto,lenguaje,6
col parroquial san judas tadeo,privado,Castilla,Tercero,matemáticas,6
col bautista de castilla,privado,Castilla,Tercero,matemáticas,6
col bautista de castilla,privado,Castilla,Noveno,matemáticas,6
col bautista de castilla,privado,Castilla,Quinto,matemáticas,6
col bautista de castilla,privado,Castilla,Tercero,lenguaje,6
col bautista de castilla,privado,Castilla,Noveno,lenguaje,6
col bautista de castilla,privado,Castilla,Quinto,lenguaje,6
col hispano,privado,Laureles - Estadio,Noveno,matemáticas,2
col hispano,privado,Laureles - Estadio,Noveno,lenguaje,2
inst educ la candelaria,oficial,Popular,Tercero,lenguaje,6
inst educ la candelaria,oficial,Popular,Quinto,matemáticas,6
inst educ la candelaria,oficial,Popular,Noveno,lenguaje,6
inst educ la candelaria,oficial,Popular,Quinto,lenguaje,6
inst educ la candelaria,oficial,Popular,Noveno,matemáticas,6
inst educ la candelaria,oficial,Popular,Tercero,matemáticas,6
inst educ maestro arenas betancur,oficial,Castilla,Tercero,lenguaje,6
inst educ maestro arenas betancur,oficial,Castilla,Noveno,matemáticas,6
inst educ maestro arenas betancur,oficial,Castilla,Quinto,lenguaje,6
inst educ maestro arenas betancur,oficial,Castilla,Noveno,lenguaje,6
inst educ maestro arenas betancur,oficial,Castilla,Tercero,matemáticas,6
inst educ maestro arenas betancur,oficial,Castilla,Quinto,matemáticas,6
col parroquial ntra señora del buen consejo,privado,Castilla,Noveno,lenguaje,6
col parroquial ntra señora del buen consejo,privado,Castilla,Quinto,matemáticas,6
col parroquial ntra señora del buen consejo,privado,Castilla,Quinto,lenguaje,6
col parroquial ntra señora del buen consejo,privado,Castilla,Noveno,matemáticas,6
col parroquial ntra señora del buen consejo,privado,Castilla,Tercero,lenguaje,6
col parroquial ntra señora del buen consejo,privado,Castilla,Tercero,matemáticas,6
cent educ integ el pacto,privado,Doce de Octubre,Tercero,lenguaje,4
cent educ integ el pacto,privado,Doce de Octubre,Tercero,matemáticas,4
cent educ integ el pacto,privado,Doce de Octubre,Quinto,matemáticas,4
cent educ integ el pacto,privado,Doce de Octubre,Quinto,lenguaje,4
col madrid campestre,privado,Robledo,Tercero,lenguaje,6
col madrid campestre,privado,Robledo,Tercero,matemáticas,6
col madrid campestre,privado,Robledo,Noveno,lenguaje,6
col madrid campestre,privado,Robledo,Quinto,lenguaje,6
col madrid campestre,privado,Robledo,Noveno,matemáticas,6
col madrid campestre,privado,Robledo,Quinto,matemáticas,6
cent educ autonomo,privado,Castilla,Tercero,lenguaje,6
cent educ autonomo,privado,Castilla,Quinto,matemáticas,6
cent educ autonomo,privado,Castilla,Noveno,lenguaje,6
cent educ autonomo,privado,Castilla,Noveno,matemáticas,6
cent educ autonomo,privado,Castilla,Quinto,lenguaje,6
cent educ autonomo,privado,Castilla,Tercero,matemáticas,6
colegio euskadi,privado,El Poblado,Noveno,matemáticas,6
colegio euskadi,privado,El Poblado,Quinto,matemáticas,6
colegio euskadi,privado,El Poblado,Tercero,matemáticas,6
colegio euskadi,privado,El Poblado,Tercero,lenguaje,6
colegio euskadi,privado,El Poblado,Quinto,lenguaje,6
colegio euskadi,privado,El Poblado,Noveno,lenguaje,6
esc popular eucaristica arzobispo tulio botero salazar,privado,Buenos Aires,Quinto,matemáticas,4
esc popular eucaristica arzobispo tulio botero salazar,privado,Buenos Aires,Quinto,lenguaje,4
esc popular eucaristica arzobispo tulio botero salazar,privado,Buenos Aires,Tercero,lenguaje,4
esc popular eucaristica arzobispo tulio botero salazar,privado,Buenos Aires,Tercero,matemáticas,4
col guillermo taborda restrepo,privado,Robledo,Quinto,lenguaje,6
col guillermo taborda restrepo,privado,Robledo,Quinto,matemáticas,6
col guillermo taborda restrepo,privado,Robledo,Tercero,matemáticas,6
col guillermo taborda restrepo,privado,Robledo,Tercero,lenguaje,6
col guillermo taborda restrepo,privado,Robledo,Noveno,matemáticas,6
col guillermo taborda restrepo,privado,Robledo,Noveno,lenguaje,6
inst educ el triunfo santa teresa,oficial,Doce de Octubre,Quinto,lenguaje,6
inst educ el triunfo santa teresa,oficial,Doce de Octubre,Tercero,matemáticas,6
inst educ el triunfo santa teresa,oficial,Doce de Octubre,Noveno,matemáticas,6
inst educ el triunfo santa teresa,oficial,Doce de Octubre,Tercero,lenguaje,6
inst educ el triunfo santa teresa,oficial,Doce de Octubre,Noveno,lenguaje,6
inst educ el triunfo santa teresa,oficial,Doce de Octubre,Quinto,matemáticas,6
cent educ los nogales,privado,Robledo,Tercero,lenguaje,4
cent educ los nogales,privado,Robledo,Quinto,matemáticas,4
cent educ los nogales,privado,Robledo,Tercero,matemáticas,4
cent educ los nogales,privado,Robledo,Quinto,lenguaje,4
institucion educativa pedagogico integral,contratacion,Belén,Tercero,lenguaje,4
institucion educativa pedagogico integral,contratacion,Belén,Noveno,lenguaje,4
institucion educativa pedagogico integral,contratacion,Belén,Tercero,matemáticas,4
institucion educativa pedagogico integral,contratacion,Belén,Noveno,matemáticas,4
esc popular eucaristica julio c. hernandez,contratacion,Popular,Quinto,matemáticas,6
esc popular eucaristica julio c. hernandez,contratacion,Popular,Tercero,lenguaje,6
esc popular eucaristica julio c. hernandez,contratacion,Popular,Tercero,matemáticas,6
esc popular eucaristica julio c. hernandez,contratacion,Popular,Noveno,lenguaje,6
esc popular eucaristica julio c. hernandez,contratacion,Popular,Noveno,matemáticas,6
esc popular eucaristica julio c. hernandez,contratacion,Popular,Quinto,lenguaje,6
cent educ casa mama margarita,contratacion,La Candelaria,Quinto,lenguaje,4
cent educ casa mama margarita,contratacion,La Candelaria,Tercero,lenguaje,4
cent educ casa mama margarita,contratacion,La Candelaria,Quinto,matemáticas,4
cent educ casa mama margarita,contratacion,La Candelaria,Tercero,matemáticas,4
col arenys del mar,contratacion,San Javier,Noveno,lenguaje,6
col arenys del mar,contratacion,San Javier,Noveno,matemáticas,6
col arenys del mar,contratacion,San Javier,Quinto,lenguaje,6
col arenys del mar,contratacion,San Javier,Tercero,matemáticas,6
col arenys del mar,contratacion,San Javier,Quinto,matemáticas,6
col arenys del mar,contratacion,San Javier,Tercero,lenguaje,6
col padre manyanet,privado,Belén,Tercero,lenguaje,6
col padre manyanet,privado,Belén,Quinto,lenguaje,6
col padre manyanet,privado,Belén,Tercero,matemáticas,6
col padre manyanet,privado,Belén,Noveno,lenguaje,6
col padre manyanet,privado,Belén,Noveno,matemáticas,6
col padre manyanet,privado,Belén,Quinto,matemáticas,6
col graciela vásquez cano,privado,Robledo,Noveno,lenguaje,6
col graciela vásquez cano,privado,Robledo,Noveno,matemáticas,6
col graciela vásquez cano,privado,Robledo,Quinto,matemáticas,6
col graciela vásquez cano,privado,Robledo,Tercero,lenguaje,6
col graciela vásquez cano,privado,Robledo,Tercero,matemáticas,6
col graciela vásquez cano,privado,Robledo,Quinto,lenguaje,6
inst educ fe y alegria luis amigo,oficial,Aranjuez,Tercero,lenguaje,6
inst educ fe y alegria luis amigo,oficial,Aranjuez,Noveno,matemáticas,6
inst educ fe y alegria luis amigo,oficial,Aranjuez,Quinto,matemáticas,6
inst educ fe y alegria luis amigo,oficial,Aranjuez,Tercero,matemáticas,6
inst educ fe y alegria luis amigo,oficial,Aranjuez,Quinto,lenguaje,6
inst educ fe y alegria luis amigo,oficial,Aranjuez,Noveno,lenguaje,6
col san gabriel de la dolorosa,privado,Guayabal,Tercero,lenguaje,6
col san gabriel de la dolorosa,privado,Guayabal,Noveno,matemáticas,6
col san gabriel de la dolorosa,privado,Guayabal,Tercero,matemáticas,6
col san gabriel de la dolorosa,privado,Guayabal,Quinto,lenguaje,6
col san gabriel de la dolorosa,privado,Guayabal,Quinto,matemáticas,6
col san gabriel de la dolorosa,privado,Guayabal,Noveno,lenguaje,6
cent educ jesus amigo,contratacion,Doce de Octubre,Quinto,matemáticas,6
cent educ jesus amigo,contratacion,Doce de Octubre,Quinto,lenguaje,6
cent educ jesus amigo,contratacion,Doce de Octubre,Noveno,lenguaje,6
cent educ jesus amigo,contratacion,Doce de Octubre,Noveno,matemáticas,6
cent educ jesus amigo,contratacion,Doce de Octubre,Tercero,lenguaje,6
cent educ jesus amigo,contratacion,Doce de Octubre,Tercero,matemáticas,6
inst educ madre laura,oficial,Buenos Aires,Tercero,matemáticas,6
inst educ madre laura,oficial,Buenos Aires,Tercero,lenguaje,6
inst educ madre laura,oficial,Buenos Aires,Quinto,lenguaje,6
inst educ madre laura,oficial,Buenos Aires,Noveno,matemáticas,6
inst educ madre laura,oficial,Buenos Aires,Quinto,matemáticas,6
inst educ madre laura,oficial,Buenos Aires,Noveno,lenguaje,6
cent educ senderos infes,privado,Robledo,Quinto,matemáticas,4
cent educ senderos infes,privado,Robledo,Quinto,lenguaje,4
cent educ senderos infes,privado,Robledo,Tercero,matemáticas,4
cent educ senderos infes,privado,Robledo,Tercero,lenguaje,4
inst pedagogico alfa,privado,Castilla,Quinto,matemáticas,4
inst pedagogico alfa,privado,Castilla,Tercero,lenguaje,4
inst pedagogico alfa,privado,Castilla,Quinto,lenguaje,4
inst pedagogico alfa,privado,Castilla,Tercero,matemáticas,4
esc hermana alcira castro osorio,contratacion,Popular,Tercero,lenguaje,4
esc hermana alcira castro osorio,contratacion,Popular,Quinto,lenguaje,4
esc hermana alcira castro osorio,contratacion,Popular,Quinto,matemáticas,4
esc hermana alcira castro osorio,contratacion,Popular,Tercero,matemáticas,4
col nino jesus,contratacion,Manrique,Quinto,lenguaje,6
col nino jesus,contratacion,Manrique,Tercero,matemáticas,6
col nino jesus,contratacion,Manrique,Quinto,matemáticas,6
col nino jesus,contratacion,Manrique,Noveno,lenguaje,6
col nino jesus,contratacion,Manrique,Noveno,matemáticas,6
col nino jesus,contratacion,Manrique,Tercero,lenguaje,6
cent educ el principito feliz,privado,La Candelaria,Quinto,lenguaje,4
cent educ el principito feliz,privado,La Candelaria,Quinto,matemáticas,4
cent educ el principito feliz,privado,La Candelaria,Tercero,lenguaje,4
cent educ el principito feliz,privado,La Candelaria,Tercero,matemáticas,4
inst educ arzobispo tulio botero salazar,oficial,Buenos Aires,Tercero,lenguaje,6
inst educ arzobispo tulio botero salazar,oficial,Buenos Aires,Noveno,matemáticas,6
inst educ arzobispo tulio botero salazar,oficial,Buenos Aires,Quinto,matemáticas,6
inst educ arzobispo tulio botero salazar,oficial,Buenos Aires,Tercero,matemáticas,6
inst educ arzobispo tulio botero salazar,oficial,Buenos Aires,Quinto,lenguaje,6
inst educ arzobispo tulio botero salazar,oficial,Buenos Aires,Noveno,lenguaje,6
col sapiencia,privado,Robledo,Tercero,matemáticas,4
col sapiencia,privado,Robledo,Tercero,lenguaje,4
col sapiencia,privado,Robledo,Quinto,matemáticas,4
col sapiencia,privado,Robledo,Quinto,lenguaje,4
col panamericano colombo sueco,privado,Robledo,Noveno,matemáticas,6
col panamericano colombo sueco,privado,Robledo,Tercero,matemáticas,6
