establecimiento_educativo,sector_educativo,comuna,grado,area,numero_estudiantes_por_establecimiento
inst educ jose maria velaz,oficial,Santa Cruz,Quinto,matemáticas,6
inst educ jose maria velaz,oficial,Santa Cruz,Quinto,lenguaje,6
inst educ jose maria velaz,oficial,Santa Cruz,Tercero,lenguaje,6
inst educ jose maria velaz,oficial,Santa Cruz,Noveno,matemáticas,6
inst educ jose maria velaz,oficial,Santa Cruz,Tercero,matemáticas,6
inst educ jose maria velaz,oficial,Santa Cruz,Noveno,lenguaje,6
inst educ barrio santa cruz,oficial,Santa Cruz,Tercero,matemáticas,6
inst educ barrio santa cruz,oficial,Santa Cruz,Tercero,lenguaje,6
inst educ barrio santa cruz,oficial,Santa Cruz,Noveno,matemáticas,6
inst educ barrio santa cruz,oficial,Santa Cruz,Quinto,matemáticas,6
inst educ barrio santa cruz,oficial,Santa Cruz,Noveno,lenguaje,6
inst educ barrio santa cruz,oficial,Santa Cruz,Quinto,lenguaje,6
inst educ jose maria bernal,oficial,Belén,Quinto,matemáticas,6
inst educ jose maria bernal,oficial,Belén,Tercero,lenguaje,6
inst educ jose maria bernal,oficial,Belén,Noveno,lenguaje,6
inst educ jose maria bernal,oficial,Belén,Noveno,matemáticas,6
inst educ jose maria bernal,oficial,Belén,Quinto,lenguaje,6
inst educ jose maria bernal,oficial,Belén,Tercero,matemáticas,6
inst educ camilo torres restrepo,oficial,Aranjuez,Noveno,matemáticas,6
inst educ camilo torres restrepo,oficial,Aranjuez,Quinto,lenguaje,6
inst educ camilo torres restrepo,oficial,Aranjuez,Quinto,matemáticas,6
inst educ camilo torres restrepo,oficial,Aranjuez,Tercero,matemáticas,6
inst educ camilo torres restrepo,oficial,Aranjuez,Noveno,lenguaje,6
inst educ camilo torres restrepo,oficial,Aranjuez,Tercero,lenguaje,6
col la pastora-en administracion (ac),contratacion,Popular,Tercero,lenguaje,4
col la pastora-en administracion (ac),contratacion,Popular,Tercero,matemáticas,4
col la pastora-en administracion (ac),contratacion,Popular,Quinto,matemáticas,4
col la pastora-en administracion (ac),contratacion,Popular,Quinto,lenguaje,4
inst educ gabriel restrepo moreno,oficial,Manrique,Tercero,matemáticas,6
inst educ gabriel restrepo moreno,oficial,Manrique,Noveno,matemáticas,6
inst educ gabriel restrepo moreno,oficial,Manrique,Tercero,lenguaje,6
inst educ gabriel restrepo moreno,oficial,Manrique,Quinto,matemáticas,6
inst educ gabriel restrepo moreno,oficial,Manrique,Noveno,lenguaje,6
inst educ gabriel restrepo moreno,oficial,Manrique,Quinto,lenguaje,6
inst educ san agustin,oficial,Aranjuez,Quinto,lenguaje,6
inst educ san agustin,oficial,Aranjuez,Quinto,matemáticas,6
inst educ san agustin,oficial,Aranjuez,Tercero,lenguaje,6
inst educ san agustin,oficial,Aranjuez,Tercero,matemáticas,6
inst educ san agustin,oficial,Aranjuez,Noveno,lenguaje,6
inst educ san agustin,oficial,Aranjuez,Noveno,matemáticas,6
inst educ hector abad gomez,oficial,La Candelaria,Quinto,lenguaje,6
inst educ hector abad gomez,oficial,La Candelaria,Noveno,matemáticas,6
inst educ hector abad gomez,oficial,La Candelaria,Noveno,lenguaje,6
inst educ hector abad gomez,oficial,La Candelaria,Tercero,lenguaje,6
inst educ hector abad gomez,oficial,La Candelaria,Tercero,matemáticas,6
inst educ hector abad gomez,oficial,La Candelaria,Quinto,matemáticas,6
inst educ juan de la cruz posada,oficial,Villa Hermosa,Quinto,matemáticas,6
inst educ juan de la cruz posada,oficial,Villa Hermosa,Noveno,lenguaje,6
inst educ juan de la cruz posada,oficial,Villa Hermosa,Noveno,matemáticas,6
inst educ juan de la cruz posada,oficial,Villa Hermosa,Quinto,lenguaje,6
inst educ juan de la cruz posada,oficial,Villa Hermosa,Tercero,matemáticas,6
inst educ juan de la cruz posada,oficial,Villa Hermosa,Tercero,lenguaje,6
inst educ jose acevedo y gomez,oficial,Guayabal,Noveno,lenguaje,6
inst educ jose acevedo y gomez,oficial,Guayabal,Quinto,lenguaje,6
inst educ jose acevedo y gomez,oficial,Guayabal,Noveno,matemáticas,6
inst educ jose acevedo y gomez,oficial,Guayabal,Tercero,lenguaje,6
inst educ jose acevedo y gomez,oficial,Guayabal,Tercero,matemáticas,6
inst educ jose acevedo y gomez,oficial,Guayabal,Quinto,matemáticas,6
inst educ la milagrosa,oficial,Buenos Aires,Noveno,lenguaje,6
inst educ la milagrosa,oficial,Buenos Aires,Tercero,matemáticas,6
inst educ la milagrosa,oficial,Buenos Aires,Tercero,lenguaje,6
inst educ la milagrosa,oficial,Buenos Aires,Noveno,matemáticas,6
inst educ la milagrosa,oficial,Buenos Aires,Quinto,lenguaje,6
inst educ la milagrosa,oficial,Buenos Aires,Quinto,matemáticas,6
inst educ la salle de campoamor,oficial,Guayabal,Tercero,lenguaje,6
inst educ la salle de campoamor,oficial,Guayabal,Quinto,lenguaje,6
inst educ la salle de campoamor,oficial,Guayabal,Noveno,lenguaje,6
inst educ la salle de campoamor,oficial,Guayabal,Noveno,matemáticas,6
inst educ la salle de campoamor,oficial,Guayabal,Quinto,matemáticas,6
inst educ la salle de campoamor,oficial,Guayabal,Tercero,matemáticas,6
inst educ ramon giraldo ceballos,oficial,Belén,Quinto,matemáticas,6
inst educ ramon giraldo ceballos,oficial,Belén,Noveno,lenguaje,6
inst educ ramon giraldo ceballos,oficial,Belén,Quinto,lenguaje,6
inst educ ramon giraldo ceballos,oficial,Belén,Tercero,matemáticas,6
inst educ ramon giraldo ceballos,oficial,Belén,Tercero,lenguaje,6
inst educ ramon giraldo ceballos,oficial,Belén,Noveno,matemáticas,6
inst educ caracas,oficial,Villa Hermosa,Noveno,lenguaje,6
inst educ caracas,oficial,Villa Hermosa,Noveno,matemáticas,6
inst educ caracas,oficial,Villa Hermosa,Tercero,matemáticas,6
inst educ caracas,oficial,Villa Hermosa,Tercero,lenguaje,6
inst educ caracas,oficial,Villa Hermosa,Quinto,lenguaje,6
inst educ caracas,oficial,Villa Hermosa,Quinto,matemáticas,6
inst educ escuela normal superior de medellin,oficial,Villa Hermosa,Tercero,matemáticas,6
inst educ escuela normal superior de medellin,oficial,Villa Hermosa,Noveno,lenguaje,6
inst educ escuela normal superior de medellin,oficial,Villa Hermosa,Tercero,lenguaje,6
inst educ escuela normal superior de medellin,oficial,Villa Hermosa,Quinto,lenguaje,6
inst educ escuela normal superior de medellin,oficial,Villa Hermosa,Quinto,matemáticas,6
inst educ escuela normal superior de medellin,oficial,Villa Hermosa,Noveno,matemáticas,6
inst educ alfredo cock arango,oficial,Doce de Octubre,Tercero,lenguaje,6
inst educ alfredo cock arango,oficial,Doce de Octubre,Tercero,matemáticas,6
inst educ alfredo cock arango,oficial,Doce de Octubre,Quinto,matemáticas,6
inst educ alfredo cock arango,oficial,Doce de Octubre,Noveno,matemáticas,6
inst educ alfredo cock arango,oficial,Doce de Octubre,Quinto,lenguaje,6
inst educ alfredo cock arango,oficial,Doce de Octubre,Noveno,lenguaje,6
inst educ perpetuo socorro,oficial,San Javier,Quinto,matemáticas,6
inst educ perpetuo socorro,oficial,San Javier,Noveno,matemáticas,6
inst educ perpetuo socorro,oficial,San Javier,Noveno,lenguaje,6
inst educ perpetuo socorro,oficial,San Javier,Tercero,matemáticas,6
inst educ perpetuo socorro,oficial,San Javier,Tercero,lenguaje,6
inst educ perpetuo socorro,oficial,San Javier,Quinto,lenguaje,6
inst educ jesus maria - el rosal,oficial,Castilla,Quinto,lenguaje,6
inst educ jesus maria - el rosal,oficial,Castilla,Noveno,matemáticas,6
inst educ jesus maria - el rosal,oficial,Castilla,Tercero,matemáticas,6
inst educ jesus maria - el rosal,oficial,Castilla,Quinto,matemáticas,6
inst educ jesus maria - el rosal,oficial,Castilla,Noveno,lenguaje,6
inst educ jesus maria - el rosal,oficial,Castilla,Tercero,lenguaje,6
inst educ republica de venezuela,oficial,Belén,Quinto,lenguaje,6
inst educ republica de venezuela,oficial,Belén,Quinto,matemáticas,6
inst educ republica de venezuela,oficial,Belén,Noveno,matemáticas,6
inst educ republica de venezuela,oficial,Belén,Tercero,matemáticas,6
inst educ republica de venezuela,oficial,Belén,Tercero,lenguaje,6
inst educ republica de venezuela,oficial,Belén,Noveno,lenguaje,6
i.e. javiera londoño-sevilla,oficial,Aranjuez,Quinto,lenguaje,6
i.e. javiera londoño-sevilla,oficial,Aranjuez,Noveno,matemáticas,6
i.e. javiera londoño-sevilla,oficial,Aranjuez,Noveno,lenguaje,6
i.e. javiera londoño-sevilla,oficial,Aranjuez,Quinto,matemáticas,6
i.e. javiera londoño-sevilla,oficial,Aranjuez,Tercero,lenguaje,6
i.e. javiera londoño-sevilla,oficial,Aranjuez,Tercero,matemáticas,6
inst educ diego echavarria misas,oficial,Castilla,Quinto,matemáticas,6
inst educ diego echavarria misas,oficial,Castilla,Noveno,matemáticas,6
inst educ diego echavarria misas,oficial,Castilla,Noveno,lenguaje,6
inst educ diego echavarria misas,oficial,Castilla,Tercero,matemáticas,6
inst educ diego echavarria misas,oficial,Castilla,Tercero,lenguaje,6
inst educ diego echavarria misas,oficial,Castilla,Quinto,lenguaje,6
inst educ gilberto alzate avendaño,oficial,Aranjuez,Quinto,lenguaje,6
inst educ gilberto alzate avendaño,oficial,Aranjuez,Noveno,matemáticas,6
inst educ gilberto alzate avendaño,oficial,Aranjuez,Noveno,lenguaje,6
inst educ gilberto alzate avendaño,oficial,Aranjuez,Tercero,matemáticas,6
inst educ gilberto alzate avendaño,oficial,Aranjuez,Tercero,lenguaje,6
inst educ gilberto alzate avendaño,oficial,Aranjuez,Quinto,matemáticas,6
inst educ gonzalo restrepo jaramillo,oficial,Buenos Aires,Quinto,lenguaje,6
inst educ gonzalo restrepo jaramillo,oficial,Buenos Aires,Tercero,lenguaje,6
inst educ gonzalo restrepo jaramillo,oficial,Buenos Aires,Tercero,matemáticas,6
inst educ gonzalo restrepo jaramillo,oficial,Buenos Aires,Noveno,matemáticas,6
inst educ gonzalo restrepo jaramillo,oficial,Buenos Aires,Noveno,lenguaje,6
inst educ gonzalo restrepo jaramillo,oficial,Buenos Aires,Quinto,matemáticas,6
inst educ antonio ricaurte,oficial,Belén,Quinto,matemáticas,6
inst educ antonio ricaurte,oficial,Belén,Tercero,lenguaje,6
inst educ antonio ricaurte,oficial,Belén,Tercero,matemáticas,6
inst educ antonio ricaurte,oficial,Belén,Noveno,matemáticas,6
inst educ antonio ricaurte,oficial,Belén,Noveno,lenguaje,6
inst educ antonio ricaurte,oficial,Belén,Quinto,lenguaje,6
inst educ jose roberto vasquez,oficial,Manrique,Noveno,matemáticas,6
inst educ jose roberto vasquez,oficial,Manrique,Quinto,matemáticas,6
inst educ jose roberto vasquez,oficial,Manrique,Quinto,lenguaje,6
inst educ jose roberto vasquez,oficial,Manrique,Tercero,lenguaje,6
inst educ jose roberto vasquez,oficial,Manrique,Tercero,matemáticas,6
inst educ jose roberto vasquez,oficial,Manrique,Noveno,lenguaje,6
inst educ san juan bautista de la salle,oficial,Manrique,Quinto,matemáticas,6
inst educ san juan bautista de la salle,oficial,Manrique,Noveno,matemáticas,6
inst educ san juan bautista de la salle,oficial,Manrique,Tercero,lenguaje,6
inst educ san juan bautista de la salle,oficial,Manrique,Tercero,matemáticas,6
inst educ san juan bautista de la salle,oficial,Manrique,Noveno,lenguaje,6
inst educ san juan bautista de la salle,oficial,Manrique,Quinto,lenguaje,6
inst educ la asuncion,oficial,Santa Cruz,Tercero,lenguaje,6
inst educ la asuncion,oficial,Santa Cruz,Noveno,lenguaje,6
inst educ la asuncion,oficial,Santa Cruz,Noveno,matemáticas,6
inst educ la asuncion,oficial,Santa Cruz,Quinto,lenguaje,6
inst educ la asuncion,oficial,Santa Cruz,Quinto,matemáticas,6
inst educ la asuncion,oficial,Santa Cruz,Tercero,matemáticas,6
inst educ aures,oficial,Robledo,Quinto,matemáticas,6
inst educ aures,oficial,Robledo,Tercero,lenguaje,6
inst educ aures,oficial,Robledo,Noveno,matemáticas,6
inst educ aures,oficial,Robledo,Noveno,lenguaje,6
inst educ aures,oficial,Robledo,Quinto,lenguaje,6
inst educ aures,oficial,Robledo,Tercero,matemáticas,6
i.e. montecarlo guillermo gaviria correa,oficial,Manrique,Quinto,lenguaje,6
i.e. montecarlo guillermo gaviria correa,oficial,Manrique,Tercero,matemáticas,6
i.e. montecarlo guillermo gaviria correa,oficial,Manrique,Noveno,lenguaje,6
i.e. montecarlo guillermo gaviria correa,oficial,Manrique,Quinto,matemáticas,6
i.e. montecarlo guillermo gaviria correa,oficial,Manrique,Tercero,lenguaje,6
i.e. montecarlo guillermo gaviria correa,oficial,Manrique,Noveno,matemáticas,6
inst educ cristobal colon,oficial,La América,Tercero,lenguaje,6
inst educ cristobal colon,oficial,La América,Quinto,matemáticas,6
inst educ cristobal colon,oficial,La América,Quinto,lenguaje,6
inst educ cristobal colon,oficial,La América,Noveno,matemáticas,6
inst educ cristobal colon,oficial,La América,Noveno,lenguaje,6
inst educ cristobal colon,oficial,La América,Tercero,matemáticas,6
inst educ ciro mendia,oficial,Santa Cruz,Tercero,matemáticas,6
inst educ ciro mendia,oficial,Santa Cruz,Quinto,lenguaje,6
inst educ ciro mendia,oficial,Santa Cruz,Quinto,matemáticas,6
inst educ ciro mendia,oficial,Santa Cruz,Noveno,lenguaje,6
inst educ ciro mendia,oficial,Santa Cruz,Noveno,matemáticas,6
inst educ ciro mendia,oficial,Santa Cruz,Tercero,lenguaje,6
inst educ madre maria mazarello,oficial,Buenos Aires,Noveno,lenguaje,6
inst educ madre maria mazarello,oficial,Buenos Aires,Quinto,matemáticas,6
inst educ madre maria mazarello,oficial,Buenos Aires,Tercero,matemáticas,6
inst educ madre maria mazarello,oficial,Buenos Aires,Noveno,matemáticas,6
inst educ madre maria mazarello,oficial,Buenos Aires,Quinto,lenguaje,6
inst educ madre maria mazarello,oficial,Buenos Aires,Tercero,lenguaje,6
inst educ alvaro marin velasco,oficial,Manrique,Tercero,matemáticas,6
inst educ alvaro marin velasco,oficial,Manrique,Noveno,lenguaje,6
inst educ alvaro marin velasco,oficial,Manrique,Quinto,lenguaje,6
inst educ alvaro marin velasco,oficial,Manrique,Noveno,matemáticas,6
inst educ alvaro marin velasco,oficial,Manrique,Quinto,matemáticas,6
inst educ alvaro marin velasco,oficial,Manrique,Tercero,lenguaje,6
inst educ manuela beltran,oficial,Manrique,Quinto,lenguaje,6
inst educ manuela beltran,oficial,Manrique,Noveno,lenguaje,6
inst educ manuela beltran,oficial,Manrique,Tercero,lenguaje,6
inst educ manuela beltran,oficial,Manrique,Noveno,matemáticas,6
inst educ manuela beltran,oficial,Manrique,Tercero,matemáticas,6
inst educ manuela beltran,oficial,Manrique,Quinto,matemáticas,6
inst educ lola gonzalez,oficial,La América,Quinto,matemáticas,6
inst educ lola gonzalez,oficial,La América,Tercero,matemáticas,6
inst educ lola gonzalez,oficial,La América,Quinto,lenguaje,6
inst educ lola gonzalez,oficial,La América,Noveno,matemáticas,6
inst educ lola gonzalez,oficial,La América,Noveno,lenguaje,6
inst educ lola gonzalez,oficial,La América,Tercero,lenguaje,6
inst educ javiera londoño,oficial,La Candelaria,Quinto,matemáticas,6
inst educ javiera londoño,oficial,La Candelaria,Noveno,lenguaje,6
inst educ javiera londoño,oficial,La Candelaria,Noveno,matemáticas,6
inst educ javiera londoño,oficial,La Candelaria,Quinto,lenguaje,6
inst educ javiera londoño,oficial,La Candelaria,Tercero,lenguaje,6
inst educ javiera londoño,oficial,La Candelaria,Tercero,matemáticas,6
inst educ yermo y parres,oficial,Belén,Quinto,lenguaje,6
inst educ yermo y parres,oficial,Belén,Quinto,matemáticas,6
inst educ yermo y parres,oficial,Belén,Tercero,matemáticas,6
inst educ yermo y parres,oficial,Belén,Noveno,matemáticas,6
inst educ yermo y parres,oficial,Belén,Tercero,lenguaje,6
inst educ yermo y parres,oficial,Belén,Noveno,lenguaje,6
inst educ jose celestino mutis,oficial,Villa Hermosa,Tercero,matemáticas,6
inst educ jose celestino mutis,oficial,Villa Hermosa,Tercero,lenguaje,6
inst educ jose celestino mutis,oficial,Villa Hermosa,Noveno,lenguaje,6
inst educ jose celestino mutis,oficial,Villa Hermosa,Noveno,matemáticas,6
inst educ jose celestino mutis,oficial,Villa Hermosa,Quinto,matemáticas,6
inst educ jose celestino mutis,oficial,Villa Hermosa,Quinto,lenguaje,6
inst educ jose antonio galan,oficial,Manrique,Tercero,lenguaje,6
inst educ jose antonio galan,oficial,Manrique,Quinto,matemáticas,6
inst educ jose antonio galan,oficial,Manrique,Quinto,lenguaje,6
inst educ jose antonio galan,oficial,Manrique,Tercero,matemáticas,6
inst educ jose antonio galan,oficial,Manrique,Noveno,matemáticas,6
inst educ jose antonio galan,oficial,Manrique,Noveno,lenguaje,6
inst educ santa catalina de siena,oficial,El Poblado,Quinto,lenguaje,6
inst educ santa catalina de siena,oficial,El Poblado,Tercero,lenguaje,6
inst educ santa catalina de siena,oficial,El Poblado,Noveno,matemáticas,6
inst educ santa catalina de siena,oficial,El Poblado,Noveno,lenguaje,6
inst educ santa catalina de siena,oficial,El Poblado,Quinto,matemáticas,6
inst educ santa catalina de siena,oficial,El Poblado,Tercero,matemáticas,6
inst educ monseñor gerardo valencia cano,oficial,Robledo,Tercero,matemáticas,6
inst educ monseñor gerardo valencia cano,oficial,Robledo,Noveno,matemáticas,6
inst educ monseñor gerardo valencia cano,oficial,Robledo,Quinto,matemáticas,6
inst educ monseñor gerardo valencia cano,oficial,Robledo,Quinto,lenguaje,6
inst educ monseñor gerardo valencia cano,oficial,Robledo,Noveno,lenguaje,6
inst educ monseñor gerardo valencia cano,oficial,Robledo,Tercero,lenguaje,6
inst educ fe y alegria popular nro. 1,oficial,Popular,Noveno,matemáticas,6
inst educ fe y alegria popular nro. 1,oficial,Popular,Noveno,lenguaje,6
inst educ fe y alegria popular nro. 1,oficial,Popular,Quinto,matemáticas,6
inst educ fe y alegria popular nro. 1,oficial,Popular,Quinto,lenguaje,6
inst educ fe y alegria popular nro. 1,oficial,Popular,Tercero,matemáticas,6
inst educ fe y alegria popular nro. 1,oficial,Popular,Tercero,lenguaje,6
inst educ sor juana ines de la cruz,oficial,Castilla,Tercero,matemáticas,6
inst educ sor juana ines de la cruz,oficial,Castilla,Quinto,lenguaje,6
inst educ sor juana ines de la cruz,oficial,Castilla,Tercero,lenguaje,6
inst educ sor juana ines de la cruz,oficial,Castilla,Noveno,matemáticas,6
inst educ sor juana ines de la cruz,oficial,Castilla,Quinto,matemáticas,6
inst educ sor juana ines de la cruz,oficial,Castilla,Noveno,lenguaje,6
i.e. carlos vieco ortiz,oficial,San Javier,Quinto,lenguaje,6
i.e. carlos vieco ortiz,oficial,San Javier,Noveno,matemáticas,6
i.e. carlos vieco ortiz,oficial,San Javier,Tercero,matemáticas,6
i.e. carlos vieco ortiz,oficial,San Javier,Quinto,matemáticas,6
i.e. carlos vieco ortiz,oficial,San Javier,Noveno,lenguaje,6
i.e. carlos vieco ortiz,oficial,San Javier,Tercero,lenguaje,6
inst educ san roberto belarmino,oficial,Belén,Noveno,matemáticas,6
inst educ san roberto belarmino,oficial,Belén,Tercero,lenguaje,6
inst educ san roberto belarmino,oficial,Belén,Quinto,matemáticas,6
inst educ san roberto belarmino,oficial,Belén,Noveno,lenguaje,6
inst educ san roberto belarmino,oficial,Belén,Quinto,lenguaje,6
inst educ san roberto belarmino,oficial,Belén,Tercero,matemáticas,6
inst educ federico ozanam,oficial,Buenos Aires,Quinto,lenguaje,6
inst educ federico ozanam,oficial,Buenos Aires,Noveno,lenguaje,6
inst educ federico ozanam,oficial,Buenos Aires,Tercero,lenguaje,6
inst educ federico ozanam,oficial,Buenos Aires,Tercero,matemáticas,6
inst educ federico ozanam,oficial,Buenos Aires,Noveno,matemáticas,6
inst educ federico ozanam,oficial,Buenos Aires,Quinto,matemáticas,6
inst educ rafael uribe uribe,oficial,La América,Quinto,lenguaje,6
inst educ rafael uribe uribe,oficial,La América,Noveno,lenguaje,6
inst educ rafael uribe uribe,oficial,La América,Tercero,matemáticas,6
inst educ rafael uribe uribe,oficial,La América,Noveno,matemáticas,6
inst educ rafael uribe uribe,oficial,La América,Tercero,lenguaje,6
inst educ rafael uribe uribe,oficial,La América,Quinto,matemáticas,6
inst educ jose eusebio caro,oficial,Aranjuez,Tercero,matemáticas,6
inst educ jose eusebio caro,oficial,Aranjuez,Noveno,lenguaje,6
inst educ jose eusebio caro,oficial,Aranjuez,Quinto,matemáticas,6
inst educ jose eusebio caro,oficial,Aranjuez,Quinto,lenguaje,6
inst educ jose eusebio caro,oficial,Aranjuez,Noveno,matemáticas,6
inst educ jose eusebio caro,oficial,Aranjuez,Tercero,lenguaje,6
i.e. benjamin herrera,oficial,Guayabal,Tercero,matemáticas,6
i.e. benjamin herrera,oficial,Guayabal,Noveno,lenguaje,6
i.e. benjamin herrera,oficial,Guayabal,Quinto,matemáticas,6
i.e. benjamin herrera,oficial,Guayabal,Quinto,lenguaje,6
i.e. benjamin herrera,oficial,Guayabal,Noveno,matemáticas,6
i.e. benjamin herrera,oficial,Guayabal,Tercero,lenguaje,6
inst educ juan de dios cock,oficial,Aranjuez,Noveno,lenguaje,6
inst educ juan de dios cock,oficial,Aranjuez,Quinto,matemáticas,6
inst educ juan de dios cock,oficial,Aranjuez,Quinto,lenguaje,6
inst educ juan de dios cock,oficial,Aranjuez,Noveno,matemáticas,6
inst educ juan de dios cock,oficial,Aranjuez,Tercero,lenguaje,6
inst educ juan de dios cock,oficial,Aranjuez,Tercero,matemáticas,6
i.e. marco fidel suarez,oficial,Laureles - Estadio,Noveno,lenguaje,6
i.e. marco fidel suarez,oficial,Laureles - Estadio,Quinto,matemáticas,6
i.e. marco fidel suarez,oficial,Laureles - Estadio,Quinto,lenguaje,6
i.e. marco fidel suarez,oficial,Laureles - Estadio,Noveno,matemáticas,6
i.e. marco fidel suarez,oficial,Laureles - Estadio,Tercero,lenguaje,6
i.e. marco fidel suarez,oficial,Laureles - Estadio,Tercero,matemáticas,6
inst educ ramon munera lopera,oficial,Manrique,Tercero,lenguaje,6
inst educ ramon munera lopera,oficial,Manrique,Tercero,matemáticas,6
inst educ ramon munera lopera,oficial,Manrique,Quinto,lenguaje,6
inst educ ramon munera lopera,oficial,Manrique,Noveno,lenguaje,6
inst educ ramon munera lopera,oficial,Manrique,Quinto,matemáticas,6
inst educ ramon munera lopera,oficial,Manrique,Noveno,matemáticas,6
inst educ mariscal robledo,oficial,Robledo,Quinto,matemáticas,6
inst educ mariscal robledo,oficial,Robledo,Quinto,lenguaje,6
inst educ mariscal robledo,oficial,Robledo,Noveno,matemáticas,6
inst educ mariscal robledo,oficial,Robledo,Tercero,lenguaje,6
inst educ mariscal robledo,oficial,Robledo,Noveno,lenguaje,6
inst educ mariscal robledo,oficial,Robledo,Tercero,matemáticas,6
inst educ fe y alegria santo domingo savio,oficial,Popular,Quinto,lenguaje,6
inst educ fe y alegria santo domingo savio,oficial,Popular,Tercero,lenguaje,6
inst educ fe y alegria santo domingo savio,oficial,Popular,Noveno,matemáticas,6
inst educ fe y alegria santo domingo savio,oficial,Popular,Tercero,matemáticas,6
inst educ fe y alegria santo domingo savio,oficial,Popular,Noveno,lenguaje,6
inst educ fe y alegria santo domingo savio,oficial,Popular,Quinto,matemáticas,6
inst educ gabriel garcia marquez,oficial,Villa Hermosa,Tercero,lenguaje,6
inst educ gabriel garcia marquez,oficial,Villa Hermosa,Quinto,matemáticas,6
inst educ gabriel garcia marquez,oficial,Villa Hermosa,Quinto,lenguaje,6
inst educ gabriel garcia marquez,oficial,Villa Hermosa,Noveno,matemáticas,6
inst educ gabriel garcia marquez,oficial,Villa Hermosa,Tercero,matemáticas,6
inst educ gabriel garcia marquez,oficial,Villa Hermosa,Noveno,lenguaje,6
inst educ lucrecio jaramillo velez,oficial,Laureles - Estadio,Tercero,lenguaje,6
inst educ lucrecio jaramillo velez,oficial,Laureles - Estadio,Tercero,matemáticas,6
inst educ lucrecio jaramillo velez,oficial,Laureles - Estadio,Quinto,matemáticas,6
inst educ lucrecio jaramillo velez,oficial,Laureles - Estadio,Noveno,lenguaje,6
inst educ lucrecio jaramillo velez,oficial,Laureles - Estadio,Quinto,lenguaje,6
inst educ lucrecio jaramillo velez,oficial,Laureles - Estadio,Noveno,matemáticas,6
inst educ san vicente de paul,oficial,Robledo,Noveno,lenguaje,6
inst educ san vicente de paul,oficial,Robledo,Quinto,lenguaje,6
inst educ san vicente de paul,oficial,Robledo,Noveno,matemáticas,6
inst educ san vicente de paul,oficial,Robledo,Tercero,matemáticas,6
inst educ san vicente de paul,oficial,Robledo,Quinto,matemáticas,6
inst educ san vicente de paul,oficial,Robledo,Tercero,lenguaje,6
inst educ pedro luis villa,oficial,Manrique,Tercero,matemáticas,6
inst educ pedro luis villa,oficial,Manrique,Noveno,lenguaje,6
inst educ pedro luis villa,oficial,Manrique,Quinto,lenguaje,6
inst educ pedro luis villa,oficial,Manrique,Quinto,matemáticas,6
inst educ pedro luis villa,oficial,Manrique,Noveno,matemáticas,6
inst educ pedro luis villa,oficial,Manrique,Tercero,lenguaje,6
inst educ cristo rey,oficial,Guayabal,Tercero,matemáticas,6
inst educ cristo rey,oficial,Guayabal,Noveno,matemáticas,6
inst educ cristo rey,oficial,Guayabal,Tercero,lenguaje,6
inst educ cristo rey,oficial,Guayabal,Quinto,lenguaje,6
inst educ cristo rey,oficial,Guayabal,Noveno,lenguaje,6
inst educ cristo rey,oficial,Guayabal,Quinto,matemáticas,6
inst educ samuel barrientos restrepo,oficial,La América,Noveno,lenguaje,6
inst educ samuel barrientos restrepo,oficial,La América,Noveno,matemáticas,6
inst educ samuel barrientos restrepo,oficial,La América,Tercero,matemáticas,6
inst educ samuel barrientos restrepo,oficial,La América,Quinto,lenguaje,6
inst educ samuel barrientos restrepo,oficial,La América,Quinto,matemáticas,6
inst educ samuel barrientos restrepo,oficial,La América,Tercero,lenguaje,6
inst educ san francisco de asis,oficial,Villa Hermosa,Quinto,lenguaje,6
inst educ san francisco de asis,oficial,Villa Hermosa,Quinto,matemáticas,6
inst educ san francisco de asis,oficial,Villa Hermosa,Noveno,matemáticas,6
inst educ san francisco de asis,oficial,Villa Hermosa,Tercero,lenguaje,6
inst educ san francisco de asis,oficial,Villa Hermosa,Tercero,matemáticas,6
inst educ san francisco de asis,oficial,Villa Hermosa,Noveno,lenguaje,6
inst educ mater dei,oficial,Laureles - Estadio,Tercero,lenguaje,6
inst educ mater dei,oficial,Laureles - Estadio,Quinto,lenguaje,6
inst educ mater dei,oficial,Laureles - Estadio,Quinto,matemáticas,6
inst educ mater dei,oficial,Laureles - Estadio,Tercero,matemáticas,6
inst educ mater dei,oficial,Laureles - Estadio,Noveno,matemáticas,6
inst educ mater dei,oficial,Laureles - Estadio,Noveno,lenguaje,6
inst educ francisco antonio zea,oficial,La América,Tercero,matemáticas,6
inst educ francisco antonio zea,oficial,La América,Quinto,matemáticas,6
inst educ francisco antonio zea,oficial,La América,Noveno,matemáticas,6
inst educ francisco antonio zea,oficial,La América,Noveno,lenguaje,6
inst educ francisco antonio zea,oficial,La América,Tercero,lenguaje,6
inst educ francisco antonio zea,oficial,La América,Quinto,lenguaje,6
inst educ la piedad,oficial,La América,Tercero,matemáticas,6
inst educ la piedad,oficial,La América,Noveno,lenguaje,6
inst educ la piedad,oficial,La América,Quinto,lenguaje,6
inst educ la piedad,oficial,La América,Noveno,matemáticas,6
inst educ la piedad,oficial,La América,Quinto,matemáticas,6
inst educ la piedad,oficial,La América,Tercero,lenguaje,6
i.e. fatima nutibara,oficial,Belén,Noveno,lenguaje,6
i.e. fatima nutibara,oficial,Belén,Tercero,matemáticas,6
